mean,Date,year,month,day
410.6958333333335,2020-03-06,2020,3,6
361.40083333333337,2020-03-07,2020,3,7
358.27166666666676,2020-03-08,2020,3,8
351.1116666666666,2020-03-09,2020,3,9
354.57166666666666,2020-03-10,2020,3,10
348.74083333333346,2020-03-11,2020,3,11
338.25499999999994,2020-03-12,2020,3,12
313.7441666666668,2020-03-13,2020,3,13
299.9770833333332,2020-03-14,2020,3,14
281.9354166666667,2020-03-15,2020,3,15
316.54666666666674,2020-03-16,2020,3,16
340.9458333333333,2020-03-17,2020,3,17
361.45166666666654,2020-03-18,2020,3,18
370.78166666666675,2020-03-19,2020,3,19
371.3100000000002,2020-03-20,2020,3,20
345.60916666666657,2020-03-21,2020,3,21
348.43958333333336,2020-03-22,2020,3,22
349.5508333333332,2020-03-23,2020,3,23
361.97833333333324,2020-03-24,2020,3,24
339.40416666666675,2020-03-25,2020,3,25
321.61999999999995,2020-03-26,2020,3,26
272.40583333333325,2020-03-27,2020,3,27
232.99583333333337,2020-03-28,2020,3,28
241.91833333333332,2020-03-29,2020,3,29
227.40166666666667,2020-03-30,2020,3,30
202.7783333333333,2020-03-31,2020,3,31
204.19875000000002,2020-04-01,2020,4,1
184.33791666666673,2020-04-02,2020,4,2
169.9050000000001,2020-04-03,2020,4,3
203.68166666666664,2020-04-04,2020,4,4
254.33249999999995,2020-04-05,2020,4,5
267.0991666666668,2020-04-06,2020,4,6
255.48333333333323,2020-04-07,2020,4,7
261.9800000000001,2020-04-08,2020,4,8
232.44000000000003,2020-04-09,2020,4,9
223.26083333333324,2020-04-10,2020,4,10
245.36666666666676,2020-04-11,2020,4,11
258.77166666666665,2020-04-12,2020,4,12
236.91416666666677,2020-04-13,2020,4,13
238.17625,2020-04-14,2020,4,14
241.53666666666666,2020-04-15,2020,4,15
250.64000000000007,2020-04-16,2020,4,16
262.6033333333333,2020-04-17,2020,4,17
268.6941666666667,2020-04-18,2020,4,18
218.08875000000003,2020-04-19,2020,4,19
260.13416666666666,2020-04-20,2020,4,20
262.91749999999985,2020-04-21,2020,4,21
259.8166666666666,2020-04-22,2020,4,22
235.3245833333334,2020-04-23,2020,4,23
236.14833333333323,2020-04-24,2020,4,24
205.34583333333342,2020-04-25,2020,4,25
240.95041666666665,2020-04-26,2020,4,26
328.3133333333333,2020-04-27,2020,4,27
368.1658333333333,2020-04-28,2020,4,28
352.2625,2020-04-29,2020,4,29
337.9008333333334,2020-04-30,2020,4,30
283.00416666666655,2020-05-01,2020,5,1
315.1016666666666,2020-05-02,2020,5,2
297.53583333333336,2020-05-03,2020,5,3
307.75833333333316,2020-05-04,2020,5,4
289.32666666666665,2020-05-05,2020,5,5
275.9604166666668,2020-05-06,2020,5,6
300.7475000000001,2020-05-07,2020,5,7
324.28374999999994,2020-05-08,2020,5,8
256.1075,2020-05-09,2020,5,9
306.4466666666667,2020-05-10,2020,5,10
328.8991666666667,2020-05-11,2020,5,11
329.4341666666666,2020-05-12,2020,5,12
330.4012500000001,2020-05-13,2020,5,13
404.45999999999987,2020-05-14,2020,5,14
443.63249999999994,2020-05-15,2020,5,15
460.64208333333323,2020-05-16,2020,5,16
454.92000000000024,2020-05-17,2020,5,17
457.3079166666666,2020-05-18,2020,5,18
397.3941666666667,2020-05-19,2020,5,19
365.28333333333336,2020-05-20,2020,5,20
363.3879166666668,2020-05-21,2020,5,21
280.46750000000003,2020-05-22,2020,5,22
311.5233333333332,2020-05-23,2020,5,23
341.17,2020-05-24,2020,5,24
475.6083333333331,2020-05-25,2020,5,25
463.02333333333326,2020-05-26,2020,5,26
450.71916666666675,2020-05-27,2020,5,27
446.2737500000001,2020-05-28,2020,5,28
414.29416666666674,2020-05-29,2020,5,29
400.96999999999986,2020-05-30,2020,5,30
314.4141666666667,2020-05-31,2020,5,31
363.7166666666665,2020-06-01,2020,6,1
382.83125,2020-06-02,2020,6,2
350.6095833333333,2020-06-03,2020,6,3
345.7708333333333,2020-06-04,2020,6,4
367.87499999999983,2020-06-05,2020,6,5
375.35166666666674,2020-06-06,2020,6,6
361.8541666666666,2020-06-07,2020,6,7
406.205,2020-06-08,2020,6,8
420.0625,2020-06-09,2020,6,9
416.16208333333316,2020-06-10,2020,6,10
400.8404166666667,2020-06-11,2020,6,11
389.8454166666668,2020-06-12,2020,6,12
354.9329166666668,2020-06-13,2020,6,13
307.0137500000001,2020-06-14,2020,6,14
281.0795833333332,2020-06-15,2020,6,15
279.4120833333333,2020-06-16,2020,6,16
310.06208333333336,2020-06-17,2020,6,17
265.11499999999984,2020-06-18,2020,6,18
254.6549999999999,2020-06-19,2020,6,19
238.8808333333333,2020-06-20,2020,6,20
234.19916666666666,2020-06-21,2020,6,21
220.93166666666664,2020-06-22,2020,6,22
234.24333333333325,2020-06-23,2020,6,23
227.2858333333334,2020-06-24,2020,6,24
250.04958333333323,2020-06-25,2020,6,25
251.97249999999994,2020-06-26,2020,6,26
240.98125000000002,2020-06-27,2020,6,27
215.6545833333333,2020-06-28,2020,6,28
224.32458333333338,2020-06-29,2020,6,29
225.56999999999996,2020-06-30,2020,6,30
239.3366666666667,2020-07-01,2020,7,1
209.18333333333337,2020-07-02,2020,7,2
200.27166666666662,2020-07-03,2020,7,3
178.56500000000003,2020-07-04,2020,7,4
163.8975,2020-07-05,2020,7,5
146.61250000000007,2020-07-06,2020,7,6
149.8220833333333,2020-07-07,2020,7,7
149.8641666666666,2020-07-08,2020,7,8
140.7483333333333,2020-07-09,2020,7,9
151.2791666666666,2020-07-10,2020,7,10
132.59916666666666,2020-07-11,2020,7,11
118.47333333333334,2020-07-12,2020,7,12
143.68875000000006,2020-07-13,2020,7,13
138.72208333333333,2020-07-14,2020,7,14
148.69500000000002,2020-07-15,2020,7,15
147.89833333333337,2020-07-16,2020,7,16
143.455,2020-07-17,2020,7,17
133.48583333333337,2020-07-18,2020,7,18
130.27000000000004,2020-07-19,2020,7,19
155.29500000000004,2020-07-20,2020,7,20
162.4375,2020-07-21,2020,7,21
167.11083333333337,2020-07-22,2020,7,22
173.0558333333333,2020-07-23,2020,7,23
177.44624999999996,2020-07-24,2020,7,24
182.21,2020-07-25,2020,7,25
178.07083333333333,2020-07-26,2020,7,26
156.08166666666668,2020-07-27,2020,7,27
148.83750000000003,2020-07-28,2020,7,28
143.9708333333334,2020-07-29,2020,7,29
134.3879166666667,2020-07-30,2020,7,30
117.4575,2020-07-31,2020,7,31
131.5241666666667,2020-08-01,2020,8,1
131.28916666666663,2020-08-02,2020,8,2
146.39333333333337,2020-08-03,2020,8,3
152.59500000000003,2020-08-04,2020,8,4
143.4358333333333,2020-08-05,2020,8,5
159.2075,2020-08-06,2020,8,6
171.85833333333326,2020-08-07,2020,8,7
191.57499999999993,2020-08-08,2020,8,8
200.20499999999996,2020-08-09,2020,8,9
197.25583333333327,2020-08-10,2020,8,10
201.05000000000004,2020-08-11,2020,8,11
186.96416666666667,2020-08-12,2020,8,12
182.20249999999996,2020-08-13,2020,8,13
170.8133333333333,2020-08-14,2020,8,14
154.3066666666666,2020-08-15,2020,8,15
149.49166666666662,2020-08-16,2020,8,16
170.86333333333337,2020-08-17,2020,8,17
166.0983333333334,2020-08-18,2020,8,18
150.7683333333333,2020-08-19,2020,8,19
151.22166666666666,2020-08-20,2020,8,20
145.72666666666666,2020-08-21,2020,8,21
149.34708333333333,2020-08-22,2020,8,22
149.14666666666662,2020-08-23,2020,8,23
146.21250000000003,2020-08-24,2020,8,24
146.22750000000002,2020-08-25,2020,8,25
136.99458333333328,2020-08-26,2020,8,26
147.9791666666667,2020-08-27,2020,8,27
153.9829166666667,2020-08-28,2020,8,28
156.63666666666657,2020-08-29,2020,8,29
151.10833333333338,2020-08-30,2020,8,30
135.48833333333334,2020-08-31,2020,8,31
163.68499999999997,2020-09-01,2020,9,1
171.79583333333332,2020-09-02,2020,9,2
171.30499999999998,2020-09-03,2020,9,3
165.86333333333343,2020-09-04,2020,9,4
168.48583333333337,2020-09-05,2020,9,5
162.18416666666673,2020-09-06,2020,9,6
164.8741666666667,2020-09-07,2020,9,7
164.37416666666667,2020-09-08,2020,9,8
144.62916666666663,2020-09-09,2020,9,9
146.9558333333334,2020-09-10,2020,9,10
149.3266666666667,2020-09-11,2020,9,11
154.3933333333333,2020-09-12,2020,9,12
141.55916666666667,2020-09-13,2020,9,13
140.39625000000004,2020-09-14,2020,9,14
161.14416666666665,2020-09-15,2020,9,15
159.48416666666665,2020-09-16,2020,9,16
138.18375000000006,2020-09-17,2020,9,17
162.9316666666666,2020-09-18,2020,9,18
159.46499999999997,2020-09-19,2020,9,19
136.92541666666668,2020-09-20,2020,9,20
152.5066666666666,2020-09-21,2020,9,21
165.9454166666667,2020-09-22,2020,9,22
145.49458333333337,2020-09-23,2020,9,23
142.30166666666673,2020-09-24,2020,9,24
133.8783333333333,2020-09-25,2020,9,25
150.2133333333334,2020-09-26,2020,9,26
123.84000000000002,2020-09-27,2020,9,27
124.48958333333333,2020-09-28,2020,9,28
122.3508333333333,2020-09-29,2020,9,29
139.2216666666666,2020-09-30,2020,9,30
154.665,2020-10-01,2020,10,1
148.9975000000001,2020-10-02,2020,10,2
140.01125,2020-10-03,2020,10,3
113.06375000000001,2020-10-04,2020,10,4
147.18374999999995,2020-10-05,2020,10,5
139.10874999999996,2020-10-06,2020,10,6
158.14333333333343,2020-10-07,2020,10,7
168.60166666666663,2020-10-08,2020,10,8
161.9270833333334,2020-10-09,2020,10,9
181.0616666666667,2020-10-10,2020,10,10
162.2058333333334,2020-10-11,2020,10,11
192.16250000000005,2020-10-12,2020,10,12
206.75,2020-10-13,2020,10,13
191.31666666666672,2020-10-14,2020,10,14
191.7641666666667,2020-10-15,2020,10,15
187.04833333333337,2020-10-16,2020,10,16
207.17333333333332,2020-10-17,2020,10,17
194.08249999999995,2020-10-18,2020,10,18
185.47333333333336,2020-10-19,2020,10,19
205.0995833333333,2020-10-20,2020,10,20
258.8341666666666,2020-10-21,2020,10,21
295.5600000000001,2020-10-22,2020,10,22
323.0983333333332,2020-10-23,2020,10,23
275.7537499999999,2020-10-24,2020,10,24
204.54458333333332,2020-10-25,2020,10,25
243.0516666666667,2020-10-26,2020,10,26
264.4420833333334,2020-10-27,2020,10,27
238.4125000000001,2020-10-28,2020,10,28
218.28125,2020-10-29,2020,10,29
202.5258333333334,2020-10-30,2020,10,30
187.3370833333333,2020-10-31,2020,10,31
142.21666666666673,2020-11-01,2020,11,1
189.4770833333333,2020-11-02,2020,11,2
217.14291666666668,2020-11-03,2020,11,3
201.20416666666665,2020-11-04,2020,11,4
201.47791666666674,2020-11-05,2020,11,5
237.94666666666657,2020-11-06,2020,11,6
209.455,2020-11-07,2020,11,7
208.35833333333338,2020-11-08,2020,11,8
214.26166666666668,2020-11-09,2020,11,9
219.47458333333338,2020-11-10,2020,11,10
221.11499999999998,2020-11-11,2020,11,11
181.0941666666666,2020-11-12,2020,11,12
188.84875000000002,2020-11-13,2020,11,13
149.44083333333333,2020-11-14,2020,11,14
117.17375000000003,2020-11-15,2020,11,15
114.62416666666668,2020-11-16,2020,11,16
139.2120833333333,2020-11-17,2020,11,17
159.58916666666667,2020-11-18,2020,11,18
148.23125,2020-11-19,2020,11,19
152.71375,2020-11-20,2020,11,20
159.83666666666664,2020-11-21,2020,11,21
133.4504166666666,2020-11-22,2020,11,22
209.84958333333336,2020-11-23,2020,11,23
274.7066666666666,2020-11-24,2020,11,24
187.31166666666672,2020-11-25,2020,11,25
204.67,2020-11-26,2020,11,26
180.26291666666668,2020-11-27,2020,11,27
156.09291666666667,2020-11-28,2020,11,28
143.65250000000003,2020-11-29,2020,11,29
136.57416666666666,2020-11-30,2020,11,30
130.9133333333333,2020-12-01,2020,12,1
120.80916666666663,2020-12-02,2020,12,2
115.08416666666665,2020-12-03,2020,12,3
115.67666666666666,2020-12-04,2020,12,4
112.45750000000005,2020-12-05,2020,12,5
121.15916666666665,2020-12-06,2020,12,6
135.83666666666664,2020-12-07,2020,12,7
123.52500000000005,2020-12-08,2020,12,8
132.77125000000004,2020-12-09,2020,12,9
131.9583333333333,2020-12-10,2020,12,10
146.04166666666669,2020-12-11,2020,12,11
148.26583333333326,2020-12-12,2020,12,12
162.4333333333334,2020-12-13,2020,12,13
171.7883333333333,2020-12-14,2020,12,14
192.35333333333338,2020-12-15,2020,12,15
198.66833333333332,2020-12-16,2020,12,16
190.05999999999995,2020-12-17,2020,12,17
205.15250000000006,2020-12-18,2020,12,18
210.4375,2020-12-19,2020,12,19
208.5766666666666,2020-12-20,2020,12,20
223.56416666666667,2020-12-21,2020,12,21
204.81499999999997,2020-12-22,2020,12,22
207.36499999999998,2020-12-23,2020,12,23
210.6066666666666,2020-12-24,2020,12,24
182.4141666666667,2020-12-25,2020,12,25
164.6258333333333,2020-12-26,2020,12,26
132.31625,2020-12-27,2020,12,27
170.20916666666668,2020-12-28,2020,12,28
173.31916666666663,2020-12-29,2020,12,29
170.8579166666667,2020-12-30,2020,12,30
146.07166666666674,2020-12-31,2020,12,31
152.35166666666663,2021-01-01,2021,1,1
130.0541666666667,2021-01-02,2021,1,2
137.78499999999997,2021-01-03,2021,1,3
153.23958333333334,2021-01-04,2021,1,4
171.19999999999993,2021-01-05,2021,1,5
181.97333333333333,2021-01-06,2021,1,6
175.62041666666664,2021-01-07,2021,1,7
173.2729166666667,2021-01-08,2021,1,8
155.77666666666673,2021-01-09,2021,1,9
153.6929166666666,2021-01-10,2021,1,10
158.79,2021-01-11,2021,1,11
136.24791666666667,2021-01-12,2021,1,12
133.34666666666664,2021-01-13,2021,1,13
137.1954166666666,2021-01-14,2021,1,14
150.00666666666666,2021-01-15,2021,1,15
144.63333333333333,2021-01-16,2021,1,16
158.27833333333325,2021-01-17,2021,1,17
174.45250000000007,2021-01-18,2021,1,18
179.6883333333333,2021-01-19,2021,1,19
192.21416666666673,2021-01-20,2021,1,20
199.4525,2021-01-21,2021,1,21
210.52750000000012,2021-01-22,2021,1,22
233.89666666666668,2021-01-23,2021,1,23
216.63166666666675,2021-01-24,2021,1,24
246.65333333333328,2021-01-25,2021,1,25
240.69375000000005,2021-01-26,2021,1,26
234.4633333333334,2021-01-27,2021,1,27
236.14999999999995,2021-01-28,2021,1,28
220.71249999999998,2021-01-29,2021,1,29
221.1541666666667,2021-01-30,2021,1,30
215.5883333333334,2021-01-31,2021,1,31
237.6341666666666,2021-02-01,2021,2,1
279.7058333333335,2021-02-02,2021,2,2
286.48333333333323,2021-02-03,2021,2,3
256.17583333333334,2021-02-04,2021,2,4
250.33583333333323,2021-02-05,2021,2,5
261.65750000000014,2021-02-06,2021,2,6
258.12666666666667,2021-02-07,2021,2,7
276.9891666666668,2021-02-08,2021,2,8
289.1766666666666,2021-02-09,2021,2,9
294.9724999999999,2021-02-10,2021,2,10
292.37916666666655,2021-02-11,2021,2,11
291.2533333333334,2021-02-12,2021,2,12
280.26500000000004,2021-02-13,2021,2,13
253.46708333333333,2021-02-14,2021,2,14
285.3083333333333,2021-02-15,2021,2,15
292.7191666666667,2021-02-16,2021,2,16
301.8733333333333,2021-02-17,2021,2,17
271.2950000000001,2021-02-18,2021,2,18
270.6666666666667,2021-02-19,2021,2,19
266.4004166666667,2021-02-20,2021,2,20
260.3016666666668,2021-02-21,2021,2,21
274.79416666666657,2021-02-22,2021,2,22
265.2041666666667,2021-02-23,2021,2,23
247.01916666666668,2021-02-24,2021,2,24
251.15666666666652,2021-02-25,2021,2,25
280.36999999999995,2021-02-26,2021,2,26
256.26833333333343,2021-02-27,2021,2,27
231.53958333333333,2021-02-28,2021,2,28
217.41666666666666,2021-03-01,2021,3,1
218.34333333333345,2021-03-02,2021,3,2
201.65083333333337,2021-03-03,2021,3,3
179.19250000000002,2021-03-04,2021,3,4
199.79333333333338,2021-03-05,2021,3,5
180.51166666666663,2021-03-06,2021,3,6
173.4333333333333,2021-03-07,2021,3,7
197.35833333333332,2021-03-08,2021,3,8
181.4375,2021-03-09,2021,3,9
174.42416666666676,2021-03-10,2021,3,10
167.42333333333337,2021-03-11,2021,3,11
174.4216666666667,2021-03-12,2021,3,12
177.0354166666667,2021-03-13,2021,3,13
153.2008333333334,2021-03-14,2021,3,14
183.24750000000006,2021-03-15,2021,3,15
185.00916666666663,2021-03-16,2021,3,16
169.91250000000002,2021-03-17,2021,3,17
170.96750000000006,2021-03-18,2021,3,18
152.0983333333333,2021-03-19,2021,3,19
131.77833333333336,2021-03-20,2021,3,20
122.99833333333332,2021-03-21,2021,3,21
127.39666666666666,2021-03-22,2021,3,22
135.76000000000008,2021-03-23,2021,3,23
128.26916666666665,2021-03-24,2021,3,24
138.58666666666662,2021-03-25,2021,3,25
137.76749999999996,2021-03-26,2021,3,26
144.73999999999992,2021-03-27,2021,3,27
147.77750000000003,2021-03-28,2021,3,28
155.1433333333333,2021-03-29,2021,3,29
160.1066666666667,2021-03-30,2021,3,30
155.60166666666663,2021-03-31,2021,3,31
142.415,2021-04-01,2021,4,1
142.9883333333334,2021-04-02,2021,4,2
143.90166666666676,2021-04-03,2021,4,3
149.6399999999999,2021-04-04,2021,4,4
167.55833333333328,2021-04-05,2021,4,5
155.70499999999996,2021-04-06,2021,4,6
146.53458333333336,2021-04-07,2021,4,7
143.79750000000007,2021-04-08,2021,4,8
154.62333333333336,2021-04-09,2021,4,9
133.24083333333326,2021-04-10,2021,4,10
127.84999999999995,2021-04-11,2021,4,11
135.75833333333338,2021-04-12,2021,4,12
147.11749999999998,2021-04-13,2021,4,13
142.06166666666667,2021-04-14,2021,4,14
139.43249999999992,2021-04-15,2021,4,15
152.2350000000001,2021-04-16,2021,4,16
160.395,2021-04-17,2021,4,17
153.16666666666666,2021-04-18,2021,4,18
166.77500000000006,2021-04-19,2021,4,19
165.665,2021-04-20,2021,4,20
179.15833333333342,2021-04-21,2021,4,21
170.8516666666666,2021-04-22,2021,4,22
